"Lx"
95502.526
96200.302
95855.157
373301.234
377140.472
375292.944
461949.297
467077.17
464625.343
459028.626
464507.246
461891.371
455808.056
461718.946
458893.605
450698.156
457570.139
454265.284
444672.219
452455.09
448698.077
438383.941
446589.652
442634.672
430991.284
439699.59
435504.722
421417.623
431300.303
426513.529
408268.349
420504.613
414500.509
389633.289
405862.012
397778.716
363079.758
385655.454
374268.093
326019.689
357073.643
341262.954
276618.873
316130.775
295914.857
214672.416
259092.056
236401.738
144384.284
186452.378
165069.435
77528.077
108569.085
92785.355
29532.364
45808.627
37493.752
6962.325
12508.866
9656.277
890.045
1991.334
1419.358
65.374
180.151
120.195
95701.531
96443.217
96064.508
374941.627
379160.995
377031.301
464369.947
470162.161
467240.104
461626.62
467865.137
464716.305
458571.329
465349.25
461921.781
453696.727
461561.058
457575.305
447961.197
456859.374
452346.314
441986.312
451438.203
446647.513
434945.733
445011.227
439908.668
425766.659
437065.537
431322.267
413020.537
426683.422
419702.466
394762.908
412435.125
403342.436
368511.213
392617.253
380144.692
331612.683
364398.531
347383.442
282132.222
323648.886
302055.674
219691.476
266339.355
242049.102
148407.194
192689.151
169695.48
80118.904
112910.172
95962.844
30697.666
47946.468
39032.845
7277.535
13161.351
10108.354
934.387
2101.104
1492.967
68.603
189.942
126.423
95852.17
96652.437
96250.004
376170.208
380777.511
378504.741
466197.372
472594.516
469446.113
463587.77
470513.132
467104.09
460657.788
468213.512
464491.35
455960.212
464716.788
460391.732
450443.405
460356.094
455453.447
444709.98
455306.681
450074.437
437940.66
449278.49
443687.718
429064.667
441741.188
435471.311
416633.766
431751.7
424213.782
398676.505
417898.749
408213.668
372671.02
398491.641
385333.239
335915.255
370687.328
352830.572
286395.89
330230.684
307632.787
223596.414
272819.262
247375.247
151560.143
198390.875
174155.573
82166.718
116964.555
98992.391
31626.638
49979.294
40541.959
7530.776
13789.362
10566.613
970.227
2207.181
1566.265
71.192
199.528
132.825
96008.058
96856.927
96448.591
377407.607
382290.89
380015.93
468037.273
474852.808
471694.031
465563.479
472962.007
469530.216
462761.98
470865.762
467097.332
458246.718
467660.933
463253.812
452955.027
463640.432
458620.276
447471.197
458956.605
453571.176
440982.858
453312.874
447546.042
432421.999
446164.885
439726.517
420321.827
436556.81
428872.693
402682.637
423089.746
413263.408
376941.939
404086.017
390758.569
340346.928
376695.694
358542.779
290803.177
336547.698
313447.986
227648.969
279085.843
252951.18
154847.174
203952.15
178891.447
84312.391
120953.384
102190.806
32605.05
51993.843
42069.514
7798.786
14414.015
11034.276
1008.296
2312.269
1643.527
73.962
209.732
139.747
96178.773
97033.622
96615.826
378739.213
383534.051
381247.452
470024.377
476686.841
473522.521
467696.941
474947.708
471505.195
465031.905
473014.909
469219.824
460710.458
470044.242
465591.145
455659.63
466299.907
461215.02
450439.976
461922.165
456442.736
444249.202
456609.31
450719.405
436021.066
449807.983
443226.519
424262.116
440556.869
432718.895
406943.174
427468.834
417463.349
381460.416
408879.113
395281.621
345008.255
381938.041
363338.153
295411.469
342177.189
318343.934
231862.034
284807.862
257603.702
158246.173
209167.295
182856.365
86521.507
124797.454
104913.066
33609.4
53985.524
43351.027
8073.469
15045.019
11401.78
1047.301
2420.162
1704.607
76.794
220.082
145.623
96308.109
97225.522
96756.655
379660.274
384877.827
382226.928
471359.312
478685.634
474951.84
469132.38
477114.701
473046.949
466566.308
475362.152
470879.111
462393.621
472650.825
467421.497
457523.509
469211.243
463252.227
452490.257
465165.564
458707.824
446513.103
460207.559
453238.68
438538.783
453773.049
446031.55
427058.8
444890.598
435836.772
410033.187
432186.106
420937.579
384833.489
414009.132
399141.334
348611.463
387509.729
367566.624
299113.31
348112.722
322863.703
235389.175
290781.612
262126.588
161214.296
214554.706
186898.073
88530.325
128727.388
107869.853
34557.608
56002.067
44859.466
8341.309
15677.886
11850.307
1086.261
2527.406
1773.502
79.764
229.84
151.282
96380.155
97386.732
96881.75
380130.945
385962.101
383078.9
472018.332
480285.275
476191.354
469842.422
478847.705
474382.243
467330.142
477238.903
472316.892
463242.335
474738.174
469011.953
458472.664
471549.184
465024.896
453537.899
467777.515
460672.488
447675.756
463117.52
455417.793
439846.997
457002.097
448453.103
428540.506
448456.039
438518.322
411716.543
436120.923
423898.705
386735.822
418361.765
402429.731
350724.411
392336.556
371210.412
301372.555
353389.326
326763.841
237628.991
296265.9
266048.316
163172.625
219695.201
190393.561
89903.273
132651.848
110361.115
35226.345
58127.342
46118.556
8535.304
16388.205
12241.485
1115.074
2656.956
1837.245
81.986
242.213
156.509
96501.199
97507.158
97031.366
380978.557
386721.266
384081.382
473252.916
481380.897
477656.096
471169.872
480032.06
475965.668
468746.997
478520.185
474022.174
464793.13
476167.815
470901.902
460188.001
473160.34
467137.915
455421.872
469588.083
463021.629
449752.713
465152.854
458030.762
442150.184
459295.189
451366.03
431080.248
451043.727
441760.733
414489.553
439058.895
427509.528
389716.555
421721.55
406442.145
353850.312
396207.091
375664.715
304519.868
357810.535
331580.934
240564.812
301098.748
270917.103
165589.434
224481.63
194829.877
91503.573
136527.518
113650.811
35965.89
60362.405
47849.549
8739.906
17185.805
12808.687
1144.237
2812.513
1939.102
84.163
257.727
166.17
96641.605
97664.987
97172.113
381930.111
387705.113
384984.049
474629.435
482803.066
478957.391
472650.81
481569.446
477370.215
470330.5
480183.315
475531.746
466532.451
478022.497
472570.453
462117.158
475249.331
469001.579
457543.196
471935.353
465098.022
452095.29
467791.953
460356.403
444757.789
462268.837
453992.486
433975.577
454398.072
444740.857
417684.559
442864.768
430907.866
393200.747
426071.011
410323.511
357570.066
401217.424
380112.159
308342.017
363527.925
336649.013
244211.603
307324.095
276291.332
168666.114
230613.487
199828.66
93593.672
141459.697
117446.603
36956.892
63184.338
