MedianAgePop
30.2426
30.4906
30.7394
30.9811
31.2158
31.4446
31.667
31.8826
32.0908
32.293
32.4899
32.6847
32.8801
33.0743
33.2628
33.447
33.6284
33.8088
33.9895
34.1703
34.3541
34.5422
34.7341
34.9284
35.1228
35.3165
35.5137
35.7141
35.9147
36.1123
36.3064
36.4979
36.688
36.8745
37.0488
37.2086
37.3537
37.4839
37.6042
37.7204
37.8353
37.9493
38.0622
38.1745
38.2864
38.3979
38.5091
38.6204
38.7318
38.8436
38.9558
39.0685
39.1819
39.2962
39.4114
39.528
39.6461
39.7654
39.8857
40.0068
40.1287
40.2516
40.3753
40.4997
40.6248
40.7502
40.8751
40.9995
41.1231
41.2451
41.365
41.4822
41.5967
41.7088
41.8184
41.9253
42.0298
42.1319
42.2323
NA
17.7155
17.8354
17.971800000000002
18.1212
18.2782
18.4412
18.6095
18.7815
18.9565
19.135
19.3154
19.4967
19.6786
19.8617
20.0475
20.2356
20.4261
20.6198
20.8175
21.0193
21.2249
21.4332
21.6436
21.8563
22.0716
22.289
22.5081
22.7293
22.9531
23.18
23.4096
23.6414
23.8757
24.1118
24.3492
24.5879
24.8284
25.0706
25.3142
25.5582
25.8019
26.0457
26.2895
26.5339
26.7788
27.0232
27.2671
27.5112
27.7552
27.9988
28.2415
28.4836
28.7252
28.9663
29.2066
29.4465
29.6853
29.9225
30.1581
30.3921
30.6239
30.8537
31.0817
31.3082
31.5331
31.7563
31.9774
32.197
32.4152
32.6316
32.8454
33.0564
33.265
33.4719
33.6779
33.8828
34.0856
34.2864
34.485
NA
25.8771
26.0952
26.3167
26.5379
26.7556
26.9697
27.181
27.3932
27.6049
27.8143
28.0196
28.2253
28.4333
28.646
28.866
29.0954
29.334
29.5793
29.8308
30.089
30.3542
30.6248
30.9004
31.18
31.4612
31.7426
32.0227
32.2946
32.5564
32.81
33.0573
33.2966
33.5296
33.7556
33.974
34.1848
34.3897
34.5891
34.7827
34.971
35.1545
35.3341
35.51
35.6828
35.8527
36.02
36.1852
36.3503
36.5167
36.6841
36.8527
37.023
37.1953
37.3695
37.5454
37.7237
37.9041
38.0862
38.2702
38.4551
38.6404
38.8261
39.0115
39.1966
39.3821
39.5675
39.7519
39.9342
40.1141
40.2924
40.468
40.6404
40.8098
40.9765
41.1385
41.2965
41.4513
41.603
41.7518
NA
26.779
27.0871
27.42
27.752
28.0837
28.4157
28.7477
29.0801
29.4138
29.7501
30.0895
30.4293
30.7676
31.1027
31.4346
31.7624
32.0851
32.402
32.7156
33.0269
33.3368
33.6455
33.9533
34.2599
34.5635
34.8645
35.1626
35.4591
35.751
36.0353
36.3117
36.5858
36.8568
37.1208
37.3782
37.6285
37.8704
38.1015
38.3263
38.5465
38.7629
38.9759
39.1862
39.3939
39.5987
39.8004
39.9987
40.1941
40.386
40.5756
40.7629
40.9463
41.1266
41.3044
41.4792
41.6512
41.821
41.9874
42.1503
42.3112
42.4685
42.621
42.7694
42.9148
43.0581
43.1986
43.3346
43.4665
43.5955
43.7218
43.8452
43.9664
44.0845
44.1988
44.3114
44.4227
44.5323
44.6399
44.7464
NA
36.5799
37.0156
37.4646
37.9227
38.3929
38.8636
39.3308
39.7928
40.2483
40.7091
41.1724
41.6135
42.0285
42.3973
42.7384
43.0591
43.3617
43.6474
43.9168
44.1687
44.4012
44.6151
44.8113
44.9938
45.1801
45.3629
45.5324
45.691
45.8484
46.0101
46.1802
46.3583
46.5474
46.7495
46.9641
47.1877
47.4135
47.6385
47.8671
48.112
48.361
48.6071
48.8466
49.0786
49.3049
49.5402
49.7688
49.9624
50.1082
50.2076
50.2392
50.2303
50.2127
50.1929
50.1713
50.1473
50.1218
50.0962
50.0724
50.0514
50.0342
50.0236
50.0207
50.025
50.0384
50.0631
50.0999
50.1499
50.2121
50.2843
50.3647
50.4522
50.5451
50.6413
50.7389
50.8353
50.9281
51.0163
51.098
NA
30.5967
30.9497
31.316
31.6819
32.0466
32.4112
32.7755
33.1385
33.499
33.857
34.2128
34.5668
34.9187
35.2682
35.6145
35.9572
36.2963
36.631
36.9606
37.2844
37.6042
37.9208
38.2351
38.5455
38.8519
39.1539
39.4522
39.7478
40.0415
40.3336
40.6237
40.911
41.1944
41.4726
41.7468
42.0182
42.288
42.5514
42.8064
43.0519
43.2908
43.519
43.7348
43.9373
44.128
44.3093
44.4842
44.6548
44.8216
44.9848
45.1456
45.304
45.4589
45.6108
45.7604
45.9077
46.0525
46.1942
46.3329
46.4692
46.6032
46.7341
46.8618
46.9867
47.1076
47.2243
47.3374
47.4465
47.5515
47.6528
47.7508
47.8462
47.9402
48.0326
48.123
48.2109
48.2963
48.3794
48.4606
NA
22.6607
22.8693
23.0838
23.3002
23.5181
23.7391
23.9632
24.1877
24.4124
24.6376
24.8631
25.0899
25.3189
25.5491
25.7807
26.0138
26.2479
26.4821
26.7159
26.9493
27.1833
27.4159
27.6479
27.8777
28.1028
28.3253
28.5459
28.765
28.9823
29.1975
29.4098
29.618
29.8226
30.0248
30.2265
30.4263
30.6236
30.8198
31.0148
31.2097
31.404
31.5983
31.7921
31.9854
32.1788
32.3704
32.5607
32.7502
32.9382
33.1254
33.313
33.5004
33.6871
33.8732
34.0595
34.2452
34.4306
34.614
34.7948
34.9735
35.1536
35.3331
35.5112
35.688
35.8635
36.0372
36.2096
36.3807
36.5498
36.717
36.881
37.0417
37.2004
37.3597
37.5192
37.6781
37.8349
37.9895
38.143
NA
37.2062
37.5799
37.9559
38.334
38.7142
39.097
39.4835
39.8749
40.2716
40.6724
41.0764
41.4787
41.8766
42.2675
42.6525
43.0308
43.4044
43.7702
44.1252
44.4586
44.7681
45.0515
45.3159
45.5647
45.7962
46.0053
46.1822
46.33
46.46
46.5825
46.7052
46.8349
46.9815
47.1476
47.3235
47.5037
47.6877
47.876
48.0666
48.2595
48.4537
48.6462
48.8362
49.0272
49.2179
49.3966
49.5605
49.7149
49.8679
50.0141
50.1505
50.2853
50.4163
50.5409
50.6577
50.7663
50.8653
50.9535
51.03
51.093
51.1432
51.1818
51.2086
51.225
51.2361
51.2445
51.2518
51.2627
51.2787
51.3003
51.3308
51.3705
51.4201
51.4816
51.553
51.6324
51.7193
51.8106
51.9047
NA
40.7236
41.0125
41.3203
41.6329
41.947
42.2606
42.5736
42.8861
43.1992
43.5092
43.8153
44.1167
44.4122
44.7018
44.9838
45.2524
45.4993
45.7211
45.9164
46.0871
46.2387
46.373
46.4915
46.5977
46.6957
46.7896
46.8835
46.9716
47.0486
47.129
47.2157
47.3065
47.4049
47.5173
47.6466
47.7879
47.9309
48.067
48.2003
48.3375
48.4752
48.6116
48.7483
48.8867
49.0211
49.1413
49.2373
49.3098
49.3582
49.3903
49.4185
49.4455
49.4693
49.4893
49.5062
49.5205
49.5331
49.5449
49.5565
49.5691
49.5846
49.6039
