TPopulation1Jan
7941658.316
8008551.943
8082056.544
8155594.235
8228389.785
8300397.891
8371683.616
8442176.232
8511883.923
8580758.151
8648739.278
8715939.921
8782203.198
8847530.239
8911870.623
8975154.858
9037497.748
9098852.909
9158996.464
9217968.156
9275763.251
9332321.771
9387539.929
9441355.308
9493694.971
9544532.228
9593789.928
9641367.34
9687154.635
9731200.79
9773370.048
9813974.851
9852768.515
9889926.075
9925440.941
9959414.196
9991908.022
10022968.604
10052491.584
10080789.191
10107904.662
10133958.568
10158846.684
10182704.067
10205321.401
10226847.832
10247430.614
10266871.01
10285241.141
10302428.437
10318523.902
10333559.407
10347459.479
10360133.811
10371577.09
10381729.562
10390593.975
10398272.487
10404841.826
10410237.307
10414506.323
10417836.586
10420193.021
10421581.531
10421985.939
10421430.839
10420054.547
10417979.546
10415051.969
10411348.42
10406778.419
10401510.651
10395400.398
10388653.954
10381069.453
10372686.353
10363433.227
10353433.508
10342726.519
10331193.427
1152212.185
1181770.635
1212152.322
1243237.115
1274711.836
1306600.686
1338901.392
1371592.163
1404674.516
1438056.917
1471770.459
1505792.682
1540078.089
1574650.266
1609423.095
1644351.386
1679492.485
1714799.601
1750230.451
1785780.508
1821446.837
1857128.479
1892930.127
1928752.989
1964588.95
2000400.69
2036232.269
2072023.104
2107753.568
2143386.541
2178852.382
2214249.677
2249499.547
2284575.521
2319493.017
2354240.579
2388814.165
2423120.274
2457137.25
2490931.42
2524525.917
2557915.414
2590937.306
2623742.579
2656125.31
2688192.411
2719982.412
2751355.908
2782327.624
2812854.304
2842952.894
2872688.177
2901972.335
2930768.842
2959060.067
2986822.214
3014037.309
3040843.404
3067143.403
3092946.027
3118241.656
3143015.653
3167245.359
3190955.348
3214108.322
3236647.232
3258623.739
3280071.617
3300861.492
3321108.337
3340757.152
3359884.012
3378417.311
3396436.069
3413818.894
3430640.851
3446839.192
3462526.844
3477669.106
3492254.685
549420.591
557918.634
566453.675
575032.494
583530.217
591972.31
600349.114
608676.018
616958.486
625200.71
633406.776
641614.016
649809.9
658001.14
666160.2
674295.069
682394.165
690442.133
698434.546
706360.942
714228.017
722001.537
729679.555
737223.384
744662.739
751993.485
759192.378
766223.238
773109.617
779851.43
786405.822
792831.189
799078.929
805153.308
811065.462
816830.151
822434.974
827879.862
833168.004
838312.317
843305.044
848156.593
852854.059
857415.679
861837.528
866146.448
870332.453
874404.45
878344.397
882163.343
885889.143
889501.866
892989.631
896357.317
899628.265
902776.217
905795.721
908696.972
911496.774
914199.783
916820.301
919343.761
921762.382
924076.368
926294.448
928406.526
930427.013
932337.592
934152.777
935859.511
937454.624
938940.347
940329.662
941604.887
942769.228
943832.424
944774.616
945613.393
946328.581
946932.016
2074925.234
2095524.2
2119810.786
2143850.128
2167644.142
2191056.81
2214211.692
2237007.496
2259448.924
2281574.477
2303277.853
2324659.61
2345613.481
2366174.426
2386307.686
2405977.907
2425215.115
2444043.701
2462332.196
2480143.692
2497459.952
2514335.402
2530671.52
2546478.939
2561807.981
2576628.01
2590892.612
2604695.021
2617900.815
2630619.762
2642819.246
2654568.532
2665736.857
2676483.761
2686768.914
2696584.673
2705915.447
2714782.222
2723107.754
2730971.731
2738305.233
2745195.806
2751599.635
2757488.99
2762843.599
2767660.481
2771970.823
2775763.886
2779063.578
2781807.794
2784004.284
2785690.345
2786957.495
2787704.714
2787988.306
2787803.28
2787152.887
2786009.923
2784502.278
2782564.35
2780187.063
2777560.174
2774628.541
2771358.306
2767752.047
2763816.548
2759621.96
2755231.328
2750600.837
2745694.791
2740496.641
2735056.892
2729372.224
2723528.455
2717513.531
2711263.696
2704824.867
2698186.1
2691439.704
2684532.793
2341872.407
2347100.759
2352477.362
2357406.914
2361827.663
2365760.714
2369200.604
2372153.427
2374629.725
2376623.373
2378147.549
2379204.583
2379789.209
2379852.356
2379492.023
2378697.133
2377517.106
2375973.345
2373998.91
2371598.29
2368770.923
2365531.473
2361790.191
2357585.057
2352791.685
2347448.699
2341493.909
2334871.357
2327569.429
2319577.828
2310891.135
2301559.595
2291590.363
2280998.973
2269806.289
2258081.782
2245893.264
2233356.474
2220462.781
2207320.098
2194027.561
2180594.925
2167118.933
2153600.755
2140063.507
2126532.222
2113069.529
2099603.215
2086210.251
2072861.671
2059569.696
2046321.631
2033045.128
2019778.222
2006443.343
1993026.804
1979549.024
1965982.086
1952351.17
1938646.801
1924905.652
1911152.635
1897396.503
1883671.236
1869976.087
1856377.849
1842884.1
1829518.431
1816284.482
1803201.514
1790235.369
1777427.986
1764694.776
1752104.057
1739580.971
1727128.218
1714743.095
1702422.797
1690167.731
1677916.079
658047.951
662665.695
667850.841
672959.169
677966.391
682885.827
687674.887
692353.701
696919.976
701376.578
705699.897
709889.682
713940.541
717857.14
721620.945
725241.984
728699.908
731984.042
735099.286
738049.258
740814.598
743406.985
745821.18
748081.453
750185.038
752129.215
753918.909
755540.062
756997.532
758296.372
759439.981
760441.605
761300.863
762011.814
762574.935
762990.687
763276.529
763428.752
763434.204
763320.517
763072.848
762700.262
762195.112
761560.787
760792.774
759884.15
758852.156
757693.647
756415.403
755021.059
753511.686
751876.584
750120.345
748256.908
746283.526
744220.354
742058.787
739811.031
737479.967
735060.632
732565.897
729997.452
727376.92
724691.471
721948.038
719156.682
716315.753
713438.876
710521.18
707566.502
704575.167
701556.756
698515.256
695451.11
692366.616
689274.474
686172.02
683052.846
679932.576
676800.222
13558.916
13803.436
14045.719
14287.226
14528.526
14769.203
15008.16
15246.79
15484.61
15721.653
15958.65
16195.1
16429.903
16663.213
16895.314
17126.013
17355.306
17582.999
17807.974
18031.466
18252.266
18470.087
18686.136
18897.136
19107.26
19314.625
19518.882
19719.925
19917.225
20111.418
20302.001
20489.534
20673.91
20854.49
21030.863
21203.762
21374.739
21541.883
21704.918
21864.637
22020.161
22172.51
22321.324
22468.558
22612.171
22751.811
22889.113
23022.934
23154.03
23282.85
23408.156
23529.321
23646.669
23760.333
23870.754
23976.48
24077.748
24176.104
24271.004
24363.002
24452.41
24537.665
24620.089
24699.038
24774.47
24846.101
24914.698
24979.014
25040.742
25100.087
25156.775
25211.471
25262.792
25310.896
25355.337
25397.465
25435.843
25472.049
25505.542
25535.657
31209.94
31362.46
31509.579
31650.581
31784.724
31911.023
32029.184
32138.202
32236.734
32325.248
32403.737
32471.508
32529.994
32580.201
32621.327
32654.782
32681.676
32701.408
32715.412
32723.808
32726.985
32726.353
32721.317
32711.881
32697.728
32678.78
32655.099
32625.828
32591.575
32552.17
32507.543
32458.808
32406.353
32349.12
32286.723
32219.794
32149.909
32074.548
31994.96
31910.946
31823.764
31731.888
31636.333
31536.766
31434.268
31327.916
31217.743
31105.603
30990.806
30872.173
30749.835
30624.148
30496.096
30365.084
30231.584
30094.698
29954.556
29811.872
29666.764
29519.848
29370.675
29219.362
29066.663
28913.951
28762.015
28609.071
28457.19
28306.026
28156.23
28009.062
27864.275
27722.174
27583.312
27446.676
27312.287
27180.95
27050.559
26921.211
26793.891
26667.159
1120411.092
1118406.124
1117756.26
1117170.608
1116396.286
1115441.318
1114308.583
1113008.435
1111530.952
1109879.195
1108074.357
1106112.74
1104012.081
1101751.497
1099350.033
1096810.584
1094141.987
1091325.68
1088377.689
1085280.192
1082063.673
1078721.455
1075239.903
1071624.469
1067853.59
1063938.724
1059885.87
1055668.805
1051314.874
1046805.269
1042151.938
1037375.911
1032481.693
1027499.088
1022414.738
1017262.768
1012048.995
1006784.589
1001481.713
996157.525
990824.134
985491.17
980183.982
974889.953
969612.244
964352.393
959116.385
953921.367
948735.052
943565.243
938438.208
933327.335
928231.78
923142.391
918071.245
913009.515
907967.943
902941.095
897930.466
892936.864
887962.669
883009.884
878096.564
873215.813
868370.512
863570.83
858810.094
854096.662
849434.229
844808.616
840238.416
835711.013
831225.065
826771.804
822352.589
817968.275
813593.035
809238.268
804889.388
800554.816
1275899.342
1273293.662
1272027.977
1270814.546
1269391.624
1267776.298
1265966.771
1263971.684
1261779.834
1259393.914
1256836.623
1254102.841
1251212.927
1248148.067
1244922.373
1241542.264
1238019.749
1234338.09
1230517.093
1226541.007
1222441.421
1218212.516
1213838.02
1209330.236
1204666.291
1199859.015
1194914.698
1189805.702
1184561.827
1179161.824
1173617.452
1167949.725
1162159.542
1156270.719
1150268.776
1144190.04
1138038.272
1131823.836
1125557.34
1119257.722
1112940.002
1106612.76
1100302.287
1093996.276
1087703.887
1081427.302
1075173.967
1068970.717
1062780.269
1056616.661
1050506.058
1044425.602
1038375.529
1032350.587
1026360.744
1020396.082
1014469.268
1008573.898
1002708.325
996875.496
991076.665
985308.795
979590.895
973917.676
968289.096
962712.597
957184.21
951711.71
946295.962
940927.306
935620.809
930365.912
925160.29
919995.711
914873.862
909793.904
904731.206
899697.89
894677.152
889680.388
6665758.974
6735258.281
6810028.567
6884779.689
6958998.161
7032621.593
7105716.845
7178204.548
7250104.089
7321364.237
7391902.655
7461837.08
7530990.271
7599382.172
7666948.25
7733612.594
7799477.999
7864514.819
7928479.371
7991427.149
8053321.83
8114109.255
8173701.909
8232025.072
8289028.68
8344673.213
8398875.23
8451561.638
8502592.808
8552038.966
8599752.596
8646025.126
8690608.973
8733655.356
8775172.165
8815224.156
8853869.75
8891144.768
8926934.244
8961531.469
8994964.66
9027345.808
9058544.397
9088707.791
9117617.514
9145420.53
9172256.647
9197900.293
9222460.872
9245811.776
9268017.844
9289133.805
9309083.95
9327783.224
9345216.346
9361333.48
9376124.707
9389698.589
9402133.501
9413361.811
9423429.658
9432527.791
9440602.126
9447663.855
9453696.843
9458718.242
9462870.337
9466267.836
9468756.007
9470421.114
9471157.61
9471144.739
9470240.108
9468658.243
9466195.591
9462892.449
9458702.021
9453735.618
9448049.367
9441513.039
1112350.87
1139014.8
1166305.973
1194032.186
1222040.329
1250352.371
1278934.174
1307781.966
1336864.395
1366141.382
1395604.497
1425284.89
1455110.95
1485130.154
1515281.403
1545529.29
1575904.616
1606350.739
1636889.755
1667527.129
1698220.228
1728964.98
1759806.101
1790643.027
1821541.956
1852431.86
1883335.492
1914192.906
1944991.673
1975680.114
2006241.692
2036772.02
2067172.523
2097402.203
2127471.726
2157331.274
2186999.755
2216414.275
2245559.407
2274484.351
2303153.3
2331546.814
2359619.682
2387459.815
2414952.505
2442180.094
2469119.887
2495693.112
2521894.673
2547703.225
2573141.996
2598216.588
2622891.263
2647125.753
2670980.001
2694353.383
2717238.853
2739767.719
2761876.244
2783583.299
2804843.857
2825680.348
2846044.995
2865938.209
2885370.216
2904295.357
2922740.611
2940741.328
2958184.116
2975184.532
2991652.612
3007695.864
3023259.696
3038400.053
3053020.632
3067172.333
3080809.3
3094032.397
3106802.156
3119127.703
5553408.104
5596243.481
5643722.594
5690747.503
5736957.832
5782269.222
5826782.671
5870422.582
5913239.694
5955222.855
5996298.158
6036552.19
6075879.321
6114252.018
6151666.847
6188083.304
6223573.383
6258164.08
6291589.616
6323900.02
6355101.602
6385144.275
6413895.808
6441382.045
6467486.724
6492241.353
6515539.738
6537368.732
6557601.135
6576358.852
6593510.904
6609253.106
6623436.45
6636253.153
6647700.439
6657892.882
6666869.995
6674730.493
6681374.837
6687047.118
6691811.36
6695798.994
6698924.715
6701247.976
6702665.009
6703240.436
6703136.76
6702207.181
6700566.199
6698108.551
6694875.848
6690917.217
6686192.687
6680657.471
6674236.345
6666980.097
6658885.854
6649930.87
6640257.257
6629778.512
6618585.801
6606847.443
6594557.131
6581725.646
6568326.627
6554422.885
6540129.726
6525526.508
6510571.891
6495236.582
6479504.998
6463448.875
