NatChangeRT
8.388
9.137
9.057
8.886
8.713
8.551
8.385
8.223
8.059
7.892
7.74
7.574
7.411
7.246
7.075
6.922
6.766
6.588
6.418
6.251
6.079
5.899
5.716
5.528
5.341
5.148
4.947
4.738
4.537
4.324
4.146
3.945
3.764
3.584
3.417
3.257
3.104
2.942
2.811
2.686
2.575
2.453
2.345
2.219
2.107
2.011
1.895
1.788
1.67
1.561
1.456
1.344
1.225
1.103
0.979
0.853
0.739
0.631
0.518
0.41
0.32
0.227
0.133
0.039
-0.053
-0.132
-0.199
-0.281
-0.356
-0.439
-0.506
-0.588
-0.65
-0.73
-0.808
-0.893
-0.966
-1.034
-1.115
NA
25.325
25.378
25.316
24.997
24.704
24.417
24.119
23.83
23.484
23.17
22.85
22.511
22.197
21.84
21.467
21.143
20.803
20.45
20.106
19.774
19.399
19.093
18.747
18.408
18.063
17.752
17.423
17.097
16.763
16.41
16.114
15.794
15.472
15.167
14.869
14.579
14.259
13.941
13.66
13.397
13.139
12.827
12.582
12.267
12
11.756
11.469
11.194
10.912
10.644
10.405
10.142
9.874
9.607
9.339
9.07
8.854
8.612
8.378
8.145
7.913
7.68
7.458
7.23
6.988
6.767
6.561
6.319
6.116
5.899
5.709
5.501
5.32
5.105
4.915
4.711
4.541
4.364
4.186
NA
15.349
15.183
15.031
14.669
14.363
14.051
13.775
13.515
13.271
13.04
12.873
12.692
12.526
12.323
12.137
11.939
11.724
11.509
11.284
11.075
10.825
10.578
10.286
10.04
9.796
9.528
9.218
8.947
8.683
8.37
8.137
7.849
7.573
7.316
7.082
6.838
6.599
6.367
6.156
5.938
5.736
5.523
5.335
5.144
4.987
4.821
4.667
4.496
4.339
4.215
4.07
3.913
3.764
3.643
3.493
3.339
3.198
3.076
2.961
2.863
2.749
2.627
2.508
2.397
2.278
2.174
2.052
1.945
1.825
1.703
1.583
1.479
1.356
1.236
1.127
0.998
0.888
0.757
0.638
NA
9.878
11.523
11.277
11.038
10.744
10.513
10.243
9.981
9.745
9.467
9.24
8.973
8.728
8.473
8.209
7.963
7.733
7.455
7.207
6.958
6.735
6.476
6.227
6.001
5.768
5.521
5.313
5.057
4.847
4.627
4.436
4.199
4.023
3.835
3.647
3.454
3.271
3.062
2.883
2.682
2.514
2.33
2.138
1.94
1.742
1.556
1.368
1.188
0.987
0.789
0.605
0.454
0.268
0.102
-0.066
-0.233
-0.41
-0.541
-0.697
-0.855
-0.945
-1.056
-1.18
-1.302
-1.423
-1.518
-1.592
-1.682
-1.786
-1.895
-1.987
-2.08
-2.144
-2.211
-2.302
-2.378
-2.458
-2.504
-2.569
NA
2.23
2.288
2.093
1.874
1.664
1.453
1.246
1.043
0.84
0.641
0.444
0.245
0.027
-0.151
-0.334
-0.496
-0.65
-0.831
-1.012
-1.193
-1.368
-1.583
-1.782
-2.035
-2.274
-2.54
-2.832
-3.133
-3.439
-3.753
-4.047
-4.341
-4.632
-4.919
-5.179
-5.412
-5.598
-5.791
-5.936
-6.04
-6.142
-6.2
-6.258
-6.306
-6.343
-6.351
-6.394
-6.399
-6.419
-6.433
-6.453
-6.509
-6.547
-6.624
-6.71
-6.785
-6.878
-6.958
-7.044
-7.114
-7.17
-7.224
-7.261
-7.297
-7.298
-7.295
-7.279
-7.26
-7.23
-7.217
-7.18
-7.19
-7.16
-7.173
-7.184
-7.196
-7.211
-7.225
-7.275
NA
6.993
7.794
7.62
7.413
7.23
6.989
6.781
6.574
6.375
6.145
5.92
5.691
5.471
5.229
5.006
4.757
4.497
4.248
4.005
3.74
3.493
3.243
3.026
2.808
2.588
2.377
2.148
1.927
1.715
1.507
1.319
1.13
0.934
0.739
0.546
0.375
0.199
0.007
-0.149
-0.324
-0.488
-0.662
-0.832
-1.009
-1.195
-1.358
-1.527
-1.688
-1.845
-2.001
-2.172
-2.339
-2.487
-2.641
-2.768
-2.909
-3.034
-3.156
-3.286
-3.4
-3.511
-3.596
-3.699
-3.793
-3.874
-3.958
-4.024
-4.098
-4.167
-4.237
-4.293
-4.345
-4.396
-4.444
-4.475
-4.511
-4.555
-4.578
-4.617
NA
17.882
17.409
17.058
16.756
16.441
16.06
15.784
15.487
15.203
14.97
14.718
14.402
14.109
13.841
13.57
13.307
13.039
12.726
12.481
12.179
11.869
11.637
11.237
11.065
10.801
10.529
10.255
9.964
9.712
9.44
9.205
8.967
8.706
8.431
8.194
8.042
7.796
7.547
7.339
7.095
6.903
6.695
6.58
6.378
6.162
6.025
5.837
5.685
5.553
5.375
5.171
4.979
4.803
4.641
4.426
4.22
4.084
3.924
3.788
3.669
3.486
3.36
3.207
3.053
2.893
2.761
2.586
2.474
2.373
2.262
2.176
2.038
1.907
1.761
1.666
1.515
1.428
1.319
1.185
NA
4.875
4.68
4.465
4.229
3.966
3.696
3.399
3.062
2.742
2.426
2.089
1.8
1.543
1.262
1.025
0.823
0.604
0.428
0.256
0.098
-0.019
-0.154
-0.289
-0.433
-0.58
-0.725
-0.897
-1.05
-1.21
-1.371
-1.501
-1.617
-1.768
-1.931
-2.076
-2.171
-2.347
-2.485
-2.629
-2.736
-2.891
-3.016
-3.153
-3.256
-3.389
-3.523
-3.599
-3.697
-3.836
-3.971
-4.096
-4.19
-4.305
-4.406
-4.539
-4.667
-4.775
-4.88
-4.965
-5.066
-5.166
-5.239
-5.267
-5.269
-5.332
-5.323
-5.326
-5.307
-5.241
-5.183
-5.113
-5.022
-4.966
-4.909
-4.821
-4.809
-4.793
-4.74
-4.742
NA
-1.791
-0.581
-0.524
-0.693
-0.855
-1.016
-1.168
-1.329
-1.487
-1.628
-1.772
-1.901
-2.05
-2.182
-2.313
-2.436
-2.577
-2.705
-2.85
-2.969
-3.093
-3.233
-3.368
-3.525
-3.672
-3.817
-3.987
-4.133
-4.299
-4.455
-4.593
-4.729
-4.838
-4.961
-5.052
-5.138
-5.216
-5.281
-5.33
-5.368
-5.397
-5.4
-5.416
-5.428
-5.44
-5.444
-5.431
-5.451
-5.464
-5.449
-5.461
-5.474
-5.498
-5.509
-5.529
-5.537
-5.552
-5.564
-5.576
-5.586
-5.593
-5.58
-5.574
-5.564
-5.543
-5.528
-5.503
-5.473
-5.46
-5.424
-5.403
-5.382
-5.372
-5.359
-5.346
-5.363
-5.366
-5.388
-5.399
NA
-2.044
-0.995
-0.954
-1.12
