LE80Male
7.1082
7.6388
7.7377
7.7899
7.8373
7.8905
7.9449
7.9966
8.0443
8.0907
8.1358
8.1795
8.222
8.2642
8.3073
8.3494
8.3913
8.4329
8.473
8.5155
8.5609
8.61
8.6615
8.7118
8.7604
8.8053
8.8523
8.8995
8.9453
8.9914
9.0343
9.0733
9.1128
9.1465
9.1792
9.2105
9.2405
9.2728
9.3066
9.3404
9.3782
9.4154
9.4526
9.4923
9.5327
9.5754
9.6193
9.6646
9.7083
9.753
9.793
9.8298
9.8649
9.8994
9.9342
9.9654
9.9952
10.0249
10.0546
10.0833
10.1119
10.1419
10.1712
10.2027
10.2354
10.2694
10.3037
10.342
10.379
10.4155
10.4549
10.4931
10.5324
10.5709
10.6088
10.6454
10.6806
10.7103
10.7356
NA
5.021
5.3177
5.5984
5.7268
5.7396
5.7539
5.7699
5.7867
5.8021
5.8145
5.8267
5.8392
5.85
5.8603
5.8694
5.8787
5.8876
5.8973
5.907
5.9185
5.9305
5.9432
5.9568
5.9718
5.9875
6.0048
6.0215
6.0384
6.0537
6.0688
6.082
6.0955
6.1075
6.1196
6.132
6.1439
6.1587
6.1725
6.1885
6.2054
6.2229
6.2405
6.2579
6.2766
6.2966
6.3186
6.3404
6.3624
6.3831
6.4052
6.4269
6.4482
6.4694
6.489
6.5105
6.532
6.5523
6.5734
6.5938
6.6163
6.637
6.6592
6.6831
6.7074
6.7309
6.7567
6.7805
6.8055
6.8304
6.8547
6.8808
6.9063
6.9319
6.9599
6.9894
7.0191
7.0513
7.0847
7.1198
NA
5.9555
6.2256
6.4254
6.4779
6.52
6.5641
6.6097
6.6591
6.7121
6.7644
6.8182
6.8766
6.9369
6.9961
7.0564
7.1207
7.1871
7.2528
7.3203
7.3898
7.4571
7.5278
7.6003
7.672
7.7457
7.8181
7.8911
7.9648
8.0366
8.1069
8.178
8.2487
8.32
8.3865
8.4569
8.5254
8.591
8.6555
8.7191
8.7794
8.8391
8.8959
8.9518
9.0028
9.052
9.0999
9.1449
9.1883
9.2311
9.2719
9.3091
9.3457
9.3818
9.4156
9.4487
9.4784
9.5032
9.5279
9.5498
9.5711
9.5936
9.6152
9.6424
9.6708
9.7034
9.7397
9.7793
9.8224
9.8673
9.9113
9.9609
10.0109
10.0622
10.1144
10.1699
10.2258
10.2796
10.3309
10.382
NA
5.6451
7.127
7.171
7.2011
7.2282
7.257
7.2912
7.3249
7.3647
7.4004
7.4358
7.4742
7.5073
7.5429
7.5778
7.6105
7.6448
7.6799
7.7111
7.7476
7.7809
7.8126
7.8492
7.8885
7.9271
7.9671
8.0092
8.0536
8.0945
8.1422
8.1892
8.2359000000000009
8.2847
8.3295
8.3774
8.4268
8.4743
8.528
8.5819
8.6319
8.6887
8.7401
8.7931
8.8494
8.9043
8.9548
9.0063
9.0575
9.107
9.163
9.2163
9.2717
9.3233
9.3792
9.4329
9.4891
9.5426
9.5955
9.6465
9.6983
9.751
9.8023
9.8534
9.9057
9.9593
10.0103
10.0556
10.1076
10.1526
10.1966
10.2441
10.2916
10.3381
10.3841
10.4308
10.4706
10.5132
10.5576
10.5962
NA
7.4076
7.5659
7.6214
7.6719
7.7234
7.7809
7.8416
7.9013
7.9596
8.0135
8.0647
8.1159
8.1656
8.2139
8.2645
8.3139
8.3627
8.4123
8.4598
8.5113
8.5685
8.63
8.6928
8.7554
8.8176
8.875
8.936
8.996
9.057
9.1175
9.1752
9.2275
9.2839
9.3329
9.3796
9.424
9.4675
9.51
9.5541
9.5986
9.6468
9.6963
9.7454
9.7968
9.8482
9.906
9.9635
10.0242
10.0795
10.1374
10.1918
10.2387
10.2869
10.3343
10.3842
10.4256
10.4671
10.5113
10.5567
10.5999
10.645
10.6977
10.7446
10.7952
10.8456
10.8963
10.9511
11.0089
11.0709
11.1303
11.1923
11.2521
11.3159
11.3788
11.4377
11.4988
11.5619
11.6142
11.6649
NA
6.6299
7.0894
7.1502
7.1899
7.2306
7.2728
7.3185
7.3639
7.4087
7.4536
7.5004
7.546
7.5928
7.6407
7.6877
7.7344
7.7818
7.8293
7.8792
7.9277
7.979
8.0292
8.0808
8.1327
8.1877
8.2425
8.2979
8.3535
8.41
8.4651
8.523
8.5807
8.6366
8.6946
8.7511
8.8093
8.865
8.9231
8.9803
9.0379
9.0937
9.1487
9.2042
9.2596
9.3147
9.3684
9.4233
9.4784
9.5335
9.5864
9.641
9.6964
9.75
9.8041
9.8595
9.9116
9.9669
10.0186
10.0706
10.1215
10.1725
10.2234
10.272
10.3232
10.3725
10.4221
10.4717
10.5207
10.5712
10.6243
10.6755
10.7253
10.7797
10.83
10.8821
10.9376
10.9885
11.0444
11.0993
NA
5.8717
5.9169
5.9648
6.0094
6.0512
6.0955
6.138
6.1729
6.2063
6.2363
6.2642
6.2929
6.3171
6.3402
6.3644
6.3854
6.4113
6.4305
6.4491
6.4732
6.4916
6.5161
6.5381
6.5596
6.5791
6.6026
6.6226
6.64
6.6593
6.6784
6.6896
6.7007
6.7079
6.7168
6.7172
6.7198
6.7149
6.7176
6.7212
6.7249
6.7363
6.7503
6.7634
6.7786
6.7946
6.8131
6.8288
6.8473
6.8626
6.8877
6.9033
6.9229
6.9398
6.958
6.9735
6.9932
7.0131
7.0338
7.06
7.0844
7.1116
7.1381
7.1666
7.1986
7.2292
7.2575
7.2904
7.3268
7.3622
7.3954
7.4305
7.4664
7.5004
7.5326
7.573
7.6096
7.6443
7.6797
7.7138
NA
9.4075
9.4753
9.537
9.5995
9.6569
9.7132
9.7755
9.8318
9.882
9.9382
9.988
10.0427
10.0972
10.1465
10.1959
10.2454
10.294
10.3476
10.3912
10.4468
10.5004
10.5489
10.5975
10.6519
10.7004
10.7547
10.8031
10.8564
10.9049
10.9582
11.0067
11.0602
11.1136
11.1622
11.2156
11.2699
11.3171
11.371
11.4247
11.4809
11.5292
11.586
11.6329
11.6902
11.7375
11.7933
11.8496
11.9057
11.9557
12.0052
12.0602
12.1152
12.1692
12.2234
12.2797
12.3343
12.3912
12.4556
12.5117
12.5686
12.6233
12.6787
12.7436
12.8061
12.8597
12.9243
12.98
