ex
64.472
67.5873
65.9762
66.7508
69.4342
68.05
63.6001
66.3167
64.9154
58.9607
61.6327
60.2548
54.2235
56.8669
55.5041
49.6352
52.2112
50.884
45.1716
47.6448
46.372
40.6674
43.1076
41.8527
36.1634
38.6001
37.3477
31.7233
34.1415
32.9
27.4033
29.76
28.5531
23.2703
25.505
24.3664
19.3835
21.4194
20.3909
15.8077
17.535
16.6754
12.579
13.9447
13.2808
9.728
10.736
10.2616
7.3073
8.0141
7.6903
5.3405
5.8148
5.6022
3.8371
4.1871
4.0371
2.7825
3.056
2.9456
2.0538
2.2823
2.1994
1.6411
1.751
1.7198
65.8029
69.0839
67.3833
67.723
70.5693
69.0974
64.4084
67.2476
65.7796
59.7202
62.5067
61.0664
54.9504
57.6996
56.2789
50.3203
52.9857
51.6091
45.8001
48.3506
47.0348
41.2413
43.7441
42.4537
36.6834
39.1675
37.8873
32.1847
34.6438
33.3777
27.8043
30.2021
28.9702
23.614
25.8927
24.727
19.6706
21.7525
20.6963
16.043
17.8135
16.9277
12.763
14.1635
13.4778
9.8664
10.8994
10.4094
7.4058
8.1254
7.7983
5.4026
5.881
5.6714
3.8721
4.22
4.0719
2.8001
3.0687
2.9621
2.0611
2.2846
2.2046
1.6409
1.7491
1.7184
66.889
70.3488
68.5516
68.5143
71.5344
69.9686
65.0887
68.0689
66.5242
60.363
63.2846
61.7706
55.5677
58.4458
56.9547
50.9041
53.6869
52.246
46.3375
48.9972
47.6214
41.7353
44.3354
42.9912
37.1358
39.7032
38.3764
32.5902
35.1254
33.8161
28.1609
30.632
29.358
23.9229
26.2742
25.0665
19.9313
22.0837
20.986
16.2581
18.0937
17.1706
12.9325
14.387
13.6702
9.9945
11.0695
10.5546
7.4972
8.244
7.9003
5.4606
5.9544
5.7394
3.905
4.2594
4.1123
2.8167
3.0865
2.9799
2.0682
2.2908
2.2124
1.641
1.7498
1.7193
67.8368
71.4586
69.5745
69.2137
72.3987
70.7446
65.7006
68.8366
67.2083
60.944
64.0199
62.4232
56.1275
59.1575
57.5849
51.4348
54.3643
52.8447
46.829
49.6313
48.179
42.1896
44.9256
43.5085
37.5537
40.2494
38.8537
32.9678
35.6269
34.2509
28.4955
31.0884
29.7481
24.2141
26.6862
25.4123
20.1778
22.4476
21.2854
16.4621
18.4075
17.4235
